"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"18:11:37,5325658","pacman.exe","8260","CreateFileMapping","C:\msys64\usr\bin\msys-2.0.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"18:11:37,5325825","pacman.exe","8260","CreateFileMapping","C:\msys64\usr\bin\msys-2.0.dll","SUCCESS","SyncType: SyncTypeOther"
"18:11:37,5326152","pacman.exe","8260","Load Image","C:\msys64\usr\bin\msys-2.0.dll","SUCCESS","Image Base: 0x30a0000, Image Size: 0x5c0000"
"18:11:37,5329532","pacman.exe","8260","CloseFile","C:\msys64\usr\bin\msys-2.0.dll","SUCCESS",""
"18:11:37,5334033","pacman.exe","8260","Thread Create","","SUCCESS","Thread ID: 7608"
"18:11:37,5588354","pacman.exe","8260","Process Create","C:\WINDOWS\system32\WerFault.exe","SUCCESS","PID: 34244, Command line: C:\WINDOWS\system32\WerFault.exe -u -p 8260 -s 132"
"18:11:37,5787712","pacman.exe","8260","Thread Exit","","SUCCESS","Thread ID: 30208, User Time: 0.0000000, Kernel Time: 0.0000000"
"18:11:37,5788386","pacman.exe","8260","Thread Exit","","SUCCESS","Thread ID: 7608, User Time: 0.0000000, Kernel Time: 0.0000000"
"18:11:37,5788863","pacman.exe","8260","Thread Exit","","SUCCESS","Thread ID: 2064, User Time: 0.0000000, Kernel Time: 0.0000000"
"18:11:37,5802136","pacman.exe","8260","QueryNameInformationFile","C:\Windows\System32\KernelBase.dll","SUCCESS","Name: \Windows\System32\KernelBase.dll"
"18:11:37,5802296","pacman.exe","8260","QueryNameInformationFile","C:\Windows\System32\kernel32.dll","SUCCESS","Name: \Windows\System32\kernel32.dll"
"18:11:37,5802389","pacman.exe","8260","QueryNameInformationFile","C:\Windows\System32\ntdll.dll","SUCCESS","Name: \Windows\System32\ntdll.dll"
"18:11:37,5803103","pacman.exe","8260","Process Exit","","SUCCESS","Exit Status: -1073741502, User Time: 0.0000000 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 5.001.216, Peak Private Bytes: 8.024.064, Working Set: 3.137.536, Peak Working Set: 3.145.728"
"18:11:37,5803295","pacman.exe","8260","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\UserSettings\S-1-5-21-2896617380-493957134-4167815484-1001","SUCCESS","Desired Access: All Access"
"18:11:37,5803416","pacman.exe","8260","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\UserSettings\S-1-5-21-2896617380-493957134-4167815484-1001\\Device\HarddiskVolume2\msys64\usr\bin\pacman.exe","NAME NOT FOUND","Length: 40"
"18:11:37,5803564","pacman.exe","8260","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\UserSettings\S-1-5-21-2896617380-493957134-4167815484-1001","SUCCESS",""
"18:11:37,5804179","pacman.exe","8260","CloseFile","C:\Users\Zingus\Dropbox\Software\Windows Utilities\Crysis Pseudo-Fullscreen Nanny","SUCCESS",""
"18:11:37,5804427","pacman.exe","8260","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
"18:11:37,5813173","pacman.exe","25220","CreateFile","C:\msys64\usr\bin\winnlsres.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"18:11:37,5814738","pacman.exe","25220","CreateFile","C:\Windows\System32\winnlsres.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5814997","pacman.exe","25220","QueryBasicInformationFile","C:\Windows\System32\winnlsres.dll","SUCCESS","CreationTime: 29/09/2017 14:41:43, LastAccessTime: 29/09/2017 14:41:43, LastWriteTime: 29/09/2017 14:41:43, ChangeTime: 20/02/2018 15:51:25, FileAttributes: A"
"18:11:37,5815087","pacman.exe","25220","CloseFile","C:\Windows\System32\winnlsres.dll","SUCCESS",""
"18:11:37,5815922","pacman.exe","25220","CreateFile","C:\Windows\System32\winnlsres.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5816240","pacman.exe","25220","CreateFileMapping","C:\Windows\System32\winnlsres.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"18:11:37,5816398","pacman.exe","25220","QueryStandardInformationFile","C:\Windows\System32\winnlsres.dll","SUCCESS","AllocationSize: 20.480, EndOfFile: 19.968, NumberOfLinks: 2, DeletePending: False, Directory: False"
"18:11:37,5816550","pacman.exe","25220","CreateFileMapping","C:","SUCCESS","SyncType: SyncTypeOther"
"18:11:37,5816769","pacman.exe","25220","CloseFile","C:\Windows\System32\winnlsres.dll","SUCCESS",""
"18:11:37,5817996","pacman.exe","25220","CreateFile","C:\Windows\System32\en-US\winnlsres.dll.mui","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5818386","pacman.exe","25220","CreateFileMapping","C:\Windows\System32\en-US\winnlsres.dll.mui","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"18:11:37,5818507","pacman.exe","25220","QueryStandardInformationFile","C:\Windows\System32\en-US\winnlsres.dll.mui","SUCCESS","AllocationSize: 65.536, EndOfFile: 62.976, NumberOfLinks: 4, DeletePending: False, Directory: False"
"18:11:37,5818649","pacman.exe","25220","CreateFileMapping","C:\Windows\SysWOW64\en-US\winnlsres.dll.mui","SUCCESS","SyncType: SyncTypeOther"
"18:11:37,5826814","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw32.db.sig","SUCCESS",""
"18:11:37,5827164","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw32.db","SUCCESS",""
"18:11:37,5828258","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5828462","pacman.exe","25220","QueryInformationVolume","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5828564","pacman.exe","25220","QueryAllInformationFile","C:\msys64\var\lib\pacman\sync\mingw64.db","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:31:48, LastAccessTime: 25/10/2016 09:02:06, LastWriteTime: 25/10/2016 09:02:06, ChangeTime: 02/10/2017 02:15:08, FileAttributes: A, AllocationSize: 311.296, EndOfFile: 308.162, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000237ba, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5829495","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5830636","pacman.exe","25220","ReadFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5831010","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS",""
"18:11:37,5831161","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS",""
"18:11:37,5831934","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5832095","pacman.exe","25220","QueryInformationVolume","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5832175","pacman.exe","25220","QueryAllInformationFile","C:\msys64\var\lib\pacman\sync\mingw64.db","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:31:48, LastAccessTime: 25/10/2016 09:02:06, LastWriteTime: 25/10/2016 09:02:06, ChangeTime: 02/10/2017 02:15:08, FileAttributes: A, AllocationSize: 311.296, EndOfFile: 308.162, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000237ba, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5832818","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5833091","pacman.exe","25220","ReadFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5833199","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS",""
"18:11:37,5833381","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS",""
"18:11:37,5834105","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5834290","pacman.exe","25220","QueryInformationVolume","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5834380","pacman.exe","25220","QueryAllInformationFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:31:49, LastAccessTime: 25/10/2016 09:02:09, LastWriteTime: 25/10/2016 09:02:09, ChangeTime: 02/10/2017 02:15:12, FileAttributes: A, AllocationSize: 96, EndOfFile: 96, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1000000023e12, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5835029","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5835292","pacman.exe","25220","ReadFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5835530","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS",""
"18:11:37,5835647","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS",""
"18:11:37,5836399","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5836658","pacman.exe","25220","QueryInformationVolume","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5836856","pacman.exe","25220","QueryAllInformationFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:31:49, LastAccessTime: 25/10/2016 09:02:09, LastWriteTime: 25/10/2016 09:02:09, ChangeTime: 02/10/2017 02:15:12, FileAttributes: A, AllocationSize: 96, EndOfFile: 96, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1000000023e12, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5836961","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS",""
"18:11:37,5838368","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5839296","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5839472","pacman.exe","25220","QueryInformationVolume","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5839571","pacman.exe","25220","QueryAllInformationFile","C:\msys64\var\lib\pacman\sync\mingw64.db","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:31:48, LastAccessTime: 25/10/2016 09:02:06, LastWriteTime: 25/10/2016 09:02:06, ChangeTime: 02/10/2017 02:15:08, FileAttributes: A, AllocationSize: 311.296, EndOfFile: 308.162, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000237ba, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5839658","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS",""
"18:11:37,5840381","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5841222","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\gnupg\pubring.gpg","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5841380","pacman.exe","25220","QueryInformationVolume","C:\msys64\etc\pacman.d\gnupg\pubring.gpg","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5841466","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\gnupg\pubring.gpg","BUFFER OVERFLOW","CreationTime: 02/10/2017 02:15:19, LastAccessTime: 02/10/2017 02:15:30, LastWriteTime: 02/10/2017 02:15:30, ChangeTime: 02/10/2017 02:15:30, FileAttributes: A, AllocationSize: 28.672, EndOfFile: 24.626, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1000000024733, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5842106","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\gnupg\pubring.gpg","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5842366","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\gnupg\pubring.gpg","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5842499","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\gnupg\pubring.gpg","SUCCESS",""
"18:11:37,5842691","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\gnupg\pubring.gpg","SUCCESS",""
"18:11:37,5843371","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\gnupg\trustdb.gpg","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5843525","pacman.exe","25220","QueryInformationVolume","C:\msys64\etc\pacman.d\gnupg\trustdb.gpg","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5843606","pacman.exe","25220","QueryAllInformationFile","C:\msys64\etc\pacman.d\gnupg\trustdb.gpg","BUFFER OVERFLOW","CreationTime: 02/10/2017 02:15:19, LastAccessTime: 02/10/2017 02:15:19, LastWriteTime: 02/10/2017 02:15:30, ChangeTime: 02/10/2017 02:15:30, FileAttributes: A, AllocationSize: 4.096, EndOfFile: 1.840, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x2000000023aea, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5844338","pacman.exe","25220","CreateFile","C:\msys64\etc\pacman.d\gnupg\trustdb.gpg","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5844607","pacman.exe","25220","ReadFile","C:\msys64\etc\pacman.d\gnupg\trustdb.gpg","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5844743","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\gnupg\trustdb.gpg","SUCCESS",""
"18:11:37,5844935","pacman.exe","25220","CloseFile","C:\msys64\etc\pacman.d\gnupg\trustdb.gpg","SUCCESS",""
"18:11:37,5848549","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw64.db.sig","SUCCESS",""
"18:11:37,5848800","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\mingw64.db","SUCCESS",""
"18:11:37,5849697","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\msys.db","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5849867","pacman.exe","25220","QueryInformationVolume","C:\msys64\var\lib\pacman\sync\msys.db","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5849953","pacman.exe","25220","QueryAllInformationFile","C:\msys64\var\lib\pacman\sync\msys.db","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:31:50, LastAccessTime: 25/10/2016 08:19:05, LastWriteTime: 25/10/2016 08:19:05, ChangeTime: 02/10/2017 02:15:08, FileAttributes: A, AllocationSize: 143.360, EndOfFile: 139.435, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000237bc, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,5850621","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\msys.db","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5850893","pacman.exe","25220","ReadFile","C:\msys64\var\lib\pacman\sync\msys.db","SUCCESS","Offset: 0, Length: 3, Priority: Normal"
"18:11:37,5851147","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\msys.db","SUCCESS",""
"18:11:37,5851258","pacman.exe","25220","CloseFile","C:\msys64\var\lib\pacman\sync\msys.db","SUCCESS",""
"18:11:37,5851947","pacman.exe","25220","CreateFile","C:\msys64\var\lib\pacman\sync\msys.db","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,5852099","pacman.exe","25220","QueryInformationVolume","C:\msys64\var\lib\pacman\sync\msys.db","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,5852182","pacman.exe","25220","QueryAllInformationFile","C:\msys64\var\lib\pacman\sync\msys.db","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:31:50, LastAccessTime: 25/10/2016 08:19:05, LastWriteTime: 25/10/2016 08:19:05, ChangeTime: 02/10/2017 02:15:08, FileAttributes: A, AllocationSize: 143.360, EndOfFile: 139.435, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x10000000237bc, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
